date,cityid,revenue_all,revenue_ss40,revenue_ss60,revenue_ss65,revenue_ss70
2020-1-16,6,-0.024800001,-0.0285,-0.080399998,-0.031199999,0.00832
2020-1-16,7,0.02,0.063000001,0.094599999,-0.0612,0.0102
2020-1-16,8,-0.0092700003,0.058699999,-0.0277,-0.034299999,-0.082500003
2020-1-16,9,-0.106,-0.116,-0.148,-0.114,-0.043400001
2020-1-16,10,-0.0066200001,-0.0086399997,-0.022299999,0.0031099999,-0.0374
2020-1-16,11,0.025699999,0.038400002,0.0099999998,0.061900001,0.0341
2020-1-16,12,-0.0208,0.0131,-0.0955,-0.107,0.0307
2020-1-16,13,-0.059300002,-0.070299998,-0.034200002,-0.13699999,-0.0572
2020-1-16,14,0.000056600002,0.0187,-0.141,0.111,-0.0063900002
2020-1-16,15,0.026000001,-0.0019499999,0.123,0.0117,0.021600001
2020-1-16,16,0.0328,0.0186,0.141,-0.0136,0.00483
2020-1-16,17,-0.0095199998,0.0154,0.0153,-0.00109,-0.122
2020-1-16,18,-0.0123,0.049600001,-0.079700001,-0.0528,0.041700002
2020-1-16,19,0.023600001,0.035700001,0.032699998,0.0458,-0.0239
2020-1-16,20,-0.00017100001,-0.0115,0.16599999,-0.024900001,-0.0107
2020-1-16,21,0.0175,-0.0139,0.032299999,-0.077600002,0.085000001
2020-1-16,22,-0.036699999,0.095700003,-0.21799999,-0.086300001,0.0083699999
2020-1-16,23,0.021199999,0.116,-0.00985,-0.084100001,0.0243
2020-1-16,24,-0.0084199999,0.0074100001,0.064000003,0.092,-0.048999999
2020-1-16,25,-0.0167,-0.021500001,-0.20299999,-0.070100002,0.061799999
2020-1-16,26,0.0074800001,-0.054200001,-0.026799999,0.059799999,-0.0359
2020-1-16,27,0.029200001,0.093400002,-0.0265,-0.033799998,-0.024900001
